0	505
1	507
2	0
3	-1
4	542
5	1
6	2
7	407
8	27
9	447
10	168
11	264
12	265
13	266
14	234
15	267
16	35
17	460
18	6
19	3
20	4
21	319
22	20
23	12
24	8
25	13
26	5
27	16
28	14
29	19
30	466
31	530
32	58
33	18
34	9
35	471
36	7
37	254
38	255
39	256
40	224
41	183
42	288
43	347
44	101
45	103
46	151
47	34
48	3238
49	308
50	68
51	31
52	29
53	1749
54	38
55	218
56	23
57	236
58	61
59	76
60	60
61	258
62	59
63	77
64	91
65	132
66	226
67	98
68	355
69	381
70	22
71	71
72	70
73	69
74	43
75	26661
76	46924
77	19978
78	36580
79	17377
80	42692
81	12230
82	144
83	49
84	50
85	175
86	127
87	57
88	4945
89	42
90	11
91	28
92	128
93	4766
94	293
95	233
96	297
97	298
98	36
99	268
100	115
101	117
102	309
103	312
104	306
105	305
106	304
107	311
108	307
109	17
110	358
111	384
112	24
113	126
114	283
115	166
116	15996
117	9252
118	262
119	463
120	367
121	49574
122	46
123	72
124	51
125	39
126	100
127	74
128	230
129	15
130	235
131	310
132	278
133	195
134	295
135	294
136	44907
137	31280
138	30827
139	86
140	80
141	491
142	148
143	95
144	10
145	33
146	32
147	30
148	281
149	330
150	320
151	318
152	315
153	64
154	329
155	328
156	156
157	55
158	399
159	21
160	44
161	52
162	380
163	63
164	527
165	108
166	45
167	118
168	75
169	568
170	26
171	37
172	40
173	468
174	469
175	2359
176	29230
177	105
178	47
179	87
180	89
181	150
182	88
183	85
184	787
185	211
186	161
187	270
188	299
189	35391
190	42486
191	433
192	73
193	90
194	54
195	41
196	214
197	165
198	184
199	291
200	25
201	317
202	84
203	335
204	372
205	497
206	303
207	62
208	887
209	78
210	501
211	496
212	102
213	66
214	730
215	394
216	122
217	110
218	138
219	222
220	83
221	239
222	185
223	159
224	106
225	111
226	137
227	140
228	99
229	383
230	145
231	5471
232	173
233	191
234	67
235	123
236	164
237	104
238	427
239	53
240	229
241	113
242	192
243	440
244	194
245	257
246	109
247	190
248	386
249	282
250	48
251	273
252	272
253	245
254	96
255	124
256	464
257	334
258	314
259	289
260	2053
261	160
262	82
263	143
264	171
265	2826
266	424
267	301
268	473
269	193
270	341
271	56
272	153
273	404
274	200
275	290
276	196
277	186
278	107
279	356
280	520
281	768
282	178
283	485
284	225
285	149
286	572
287	238
288	220
289	391
290	93
291	434
292	3615
293	177
294	180
295	188
296	97
297	116
298	445
299	336
300	79
301	197
302	231
303	5704
304	366
305	411
306	390
307	360
308	339
309	435
310	5290
311	5444
312	352
313	65
314	167
315	169
316	134
317	345
318	119
319	323
320	260
321	259
322	81
323	4586
324	3866
325	2592
326	413
327	3098
328	398
329	419
330	422
331	377
332	212
333	276
334	279
335	502
336	509
337	357
338	1960
339	1516
340	213
341	292
342	2595
343	147
344	2464
345	247
346	2356
347	470
348	5489
349	4919
350	244
351	248
352	338
353	215
354	370
355	350
356	538
357	269
358	243
359	198
360	340
361	207
362	284
363	285
364	251
365	121
366	3521
367	205
368	210
369	300
370	216
371	1222
372	1223
373	645
374	646
375	675
376	642
377	1352
378	1651
379	1225
380	114
381	4728
382	142
383	253
384	252
385	201
386	800
387	221
388	756
389	757
390	280
391	172
392	455
393	348
394	408
395	261
396	2141
397	461
398	176
399	504
400	21396
401	17499
402	486
403	271
404	973
405	376
406	436
407	430
408	449
409	443
410	439
411	333
412	4546
413	346
414	2905
415	431
416	585
417	672
418	495
419	94
420	286
421	324
422	223
423	395
424	209
425	202
426	375
427	432
428	1353
429	242
430	241
431	240
432	584
433	563
434	263
435	575
436	203
437	204
438	574
439	1700
440	1701
441	1702
442	217
443	232
444	237
445	583
446	135
447	382
448	1666
449	1299
450	1300
451	1298
452	596
453	412
454	389
455	4329
456	4909
457	139
458	152
459	1373
460	484
461	462
462	457
463	489
464	450
465	554
466	513
467	519
468	965
469	716
470	998
471	1677
472	477
473	249
474	326
475	120
476	2060
477	287
478	2335
479	349
480	553
481	125
482	112
483	129
484	353
485	550
486	437
487	313
488	420
489	414
490	92
491	393
492	219
493	387
494	494
495	418
496	277
497	296
498	385
499	405
500	1511
501	331
502	441
503	361
504	369
505	2070
506	2505
507	2782
508	1444
509	154
510	332
511	2480
512	555
513	327
514	3158
515	302
516	2626
517	199
518	136
519	1378
520	587
521	179
522	1729
523	2556
524	3189
525	722
526	2844
527	2623
528	3458
529	155
530	163
531	228
532	388
533	133
534	1863
535	181
536	174
537	189
538	2338
539	423
540	492
541	1040
542	446
543	1128
544	141
545	6301
546	274
547	3632
548	1033
549	547
550	512
551	963
552	4542
553	618
554	3859
555	493
556	415
557	4420
558	3228
559	4811
560	3876
561	1570
562	487
563	400
564	1405
565	146
566	429
567	428
568	448
569	3414
570	1395
571	227
572	746
573	2022
574	2023
575	2021
576	1552
577	1460
578	351
579	187
580	2271
581	3159
582	1944
583	2565
584	799
585	3040
586	2984
587	1931
588	368
589	3119
590	2807
591	1010
592	2250
593	379
594	3779
595	378
596	569
597	3867
598	316
599	2721
600	162
601	442
602	715
603	13196
604	47066
605	15624
606	2859
607	14265
608	14466
609	23776
610	644
611	589
612	717
613	47194
614	131
615	1096
616	1098
617	664
618	488
619	859
620	699
621	889
622	901
623	1042
624	819
625	26726
626	23077
627	12202
628	5418
629	5419
630	15700
631	12556
632	843
633	736
634	1799
635	4022
636	5037
637	3509
638	2215
639	1881
640	1648
641	1882
642	1924
643	564
644	673
645	321
646	363
647	524
648	611
649	612
650	605
651	606
652	452
653	510
654	523
655	684
656	515
657	616
658	634
659	617
660	615
661	364
662	3704
663	619
664	660
665	685
666	613
667	654
668	475
669	1363
670	3395
671	3396
672	3397
673	3398
674	416
675	7995
676	35927
677	3475
678	16415
679	1256
680	30578
681	12693
682	11587
683	41564
684	16970
685	31664
686	40430
687	31283
688	34000
689	30587
690	8317
691	38755
692	33458
693	22201
694	39612
695	33570
696	10887
697	36412
698	27348
699	6782
700	36194
701	13571
702	32833
703	28021
704	30856
705	22069
706	42532
707	42317
708	32855
709	41872
710	41399
711	23408
712	21657
713	38788
714	35605
715	34459
716	9587
717	41583
718	31221
719	36912
720	30553
721	20405
722	7258
723	9265
724	13257
725	41304
726	35548
727	19744
728	40861
729	8998
730	35516
731	44060
732	27358
733	20458
734	6802
735	31468
736	22678
737	34547
738	23490
739	10842
740	20242
741	33842
742	20135
743	10301
744	7284
745	10893
746	40346
747	14613
748	31676
749	12229
750	8894
751	33762
752	23637
753	27459
754	8211
755	25507
756	39129
757	41453
758	25420
759	12461
760	9642
761	25148
762	10949
763	41673
764	37960
765	29472
766	31142
767	42489
768	25027
769	6806
770	29281
771	29276
772	508
773	41415
774	35203
775	25799
776	30793
777	33731
778	30008
779	28903
780	29166
781	39390
782	5976
783	42537
784	37072
785	41667
786	544
787	1326
788	7994
789	454
790	170
791	5219
792	47690
793	866
794	533
795	47710
796	42416
797	2461
798	1381
799	3686
800	4410
801	1990
802	2683
803	472
804	2266
805	4207
806	458
807	537
808	536
809	456
810	892
811	15166
812	26483
813	948
814	975
815	974
816	943
817	670
818	912
819	30058
820	894
821	904
