0	135
1	72
2	199
3	96
4	320
5	224
6	544
7	23
8	16
9	8
10	3
11	36
12	6
13	9
14	4
15	5
16	47
17	1
18	24
19	43
20	10
21	7
22	11
23	2
24	14
25	27
26	91
27	0
28	56
29	52
30	21
31	30
32	482
33	58
34	191
35	188
36	12
37	68
38	20
39	48
40	39
41	1290
42	849
43	17
44	29
45	88
46	243
47	1585
48	2144
49	848
50	542
51	108
52	4124
53	2437
54	8573
55	512
56	801
57	569
58	1373
59	1633
60	440
61	661
62	123
63	3010
64	1582
65	713
66	1238
67	121
68	1325
69	49
70	63
71	15
72	22
73	51
74	54
75	18
76	28
77	60
78	59
79	25
80	26
81	33
82	40
83	19
84	83
85	960
86	2658
87	1955
88	353
89	13
90	34
91	35
92	32
93	69
94	89
95	3756
96	31
97	290
98	259
99	235
100	927
101	705
102	714
103	2137
104	44
105	82
106	37
107	57
108	3433
109	139
110	143
111	228
112	3618
113	1604
114	1063
115	45
116	114
117	2015
118	3206
119	112
120	67
121	41
122	85
123	64
124	53
125	42
126	349
127	350
128	357
129	285
130	255
131	193
132	765
133	585
134	869
135	953
136	172
137	3315
138	1906
139	5633
140	4509
141	896
142	86
143	1520
144	488
145	2692
146	772
147	844
148	73
149	76
150	620
151	170
152	870
153	38
154	92
155	62
156	50
157	71
158	90
159	385
160	312
161	313
162	468
163	1272
164	189
165	87
166	341
167	773
168	371
169	1467
170	118
171	229
172	227
173	122
174	238
175	79
176	3295
177	5898
178	4245
179	991
180	400
181	7414
182	5772
183	994
184	360
185	348
186	2094
187	1603
188	295
189	578
190	13318
191	1239
192	162
193	109
194	94
195	1137584
196	186
197	314
198	156
199	668
200	741
201	526
202	309
203	531
204	697
205	1790
206	1167
207	1951
208	116
209	700
210	990
211	1156
212	814
213	500
214	508
215	816
216	804
217	502
218	1260
219	1046
220	1937
221	4227
222	335
223	287401
224	3791
225	2966
226	13074
227	15569
228	1527
229	6744
230	4754
231	1652
232	74
233	824
234	119
235	77
236	111
237	104
238	102
239	4300
240	17252
241	2293
242	6581
243	1642
244	1084
245	880
246	975
247	879
248	976
249	134
250	1723
251	3114
252	1644
253	9681
254	12107
255	7502
256	1649
257	899
258	1053
259	200
260	2058
261	2220
262	384
263	378
264	1806
265	1364
266	1472
267	192
268	101
269	1232
270	1220
271	924
272	100
273	1587
274	2885
275	18189
276	393
277	11290
278	619
279	303
280	115
281	337
282	154
283	61
284	55
285	130
286	334
287	178
288	140
289	46
290	1051
291	205
292	833
293	587
294	618
295	70
296	207
297	687
298	206
299	277
300	1688
301	4699
302	79152
303	155
304	129
305	127
306	204
307	283
308	299
309	147
310	149
311	66
312	107
313	157
314	132
315	240
316	159
317	358
318	216
319	650
320	225
321	491
322	95
323	124
324	75
325	244
326	110
327	15430
328	817
329	1250
330	93
331	131
332	840
333	268
334	99
335	120
336	413
337	864
338	14273
339	949
340	1242
341	403
342	113
343	163
344	457
345	873
346	84
347	142
348	340
349	148
350	126
351	498
352	128
353	3709
354	1030
355	769
356	7589
357	4629
358	2949
359	247
360	65
361	663
362	1236
363	418
364	386
365	196
366	2724
367	2478
368	1399
369	4856
370	1303
371	3459
372	2666
373	1510
374	3949
375	296
376	1720
377	2209
378	823
379	1113
380	621
381	1244
382	253
383	4534
384	7265
385	36649
386	131785
387	9994
388	496
389	1890
390	1440
391	67602
392	1400
393	8571
394	136
395	4416
396	164
397	98
398	20668
399	892
400	2801
401	463
402	460
403	269
404	176
405	288
406	315
407	248
408	1147
409	1433
410	10851
411	724
412	819
413	1056
414	174
415	2441
416	23833
417	145
418	212
419	201
420	208
421	210
422	305
423	470
424	138
425	81
426	97
427	1180
428	1035
429	80
430	219
431	144
432	160
433	262
434	125
435	330
436	187
437	250
438	106
439	78
440	2138
441	1632
442	218
443	8122
444	8355
445	389
446	9426
447	6382
448	30697
449	8110
450	10882
451	8685
452	2007
453	6182
454	645
455	3727
456	1962
457	2933
458	1080
459	165
